"","tractce10","lon","lat","conservation","roofs_2012"
"443",681000,-87.6495526261993,41.77603942817,0,1
"444",240200,-87.6701816163643,41.9124416642027,0,0
"445",240300,-87.6750712896321,41.9123661816787,0,1
"446",200200,-87.7356282396363,41.9278522567261,0,0
"447",410500,-87.603746412001,41.7978272295206,0,0
"448",410600,-87.5989451377763,41.7979709864388,0,0
"449",170100,-87.7948167715186,41.9558595755862,0,3
"450",170200,-87.7815187805755,41.9493527969656,0,0
"451",170300,-87.7968278303218,41.9491248140652,0,0
"452",381800,-87.6211977612952,41.8038481386602,0,0
"453",170500,-87.8288957090042,41.950077935202,0,0
"454",351400,-87.6240890377803,41.8274004278416,0,0
"455",381200,-87.6139991807751,41.8085114182044,0,0
"456",381400,-87.6214297583097,41.8076202207485,0,0
"457",390100,-87.5906303197771,41.813843397528,0,0
"458",430400,-87.5903214718518,41.7621776662092,0,0
"459",430500,-87.5812736048252,41.7642841777108,0,0
"460",430600,-87.5713747612756,41.7643854657646,0,0
"461",230700,-87.7215398852289,41.9063399902655,0,0
"462",230900,-87.7103553319898,41.9067176918526,0,0
"463",231200,-87.7213153419922,41.8990613655701,0,0
"464",170700,-87.8221641535388,41.9414866613582,0,0
"465",170800,-87.8123712736574,41.9415761428146,0,0
"466",171100,-87.7812865027555,41.9420527871724,0,0
"467",190100,-87.7443888690351,41.9352175773619,0,0
"468",242200,-87.6747187624131,41.8995893073254,0,0
"469",200300,-87.7341263817817,41.9234806177207,0,0
"470",210400,-87.7302980803845,41.9357580914107,0,0
"471",220300,-87.6950863371495,41.928464623701,0,1
"472",210700,-87.7038400722317,41.9357028497973,0,0
"473",210800,-87.6989333507408,41.935745496538,0,0
"474",210900,-87.6933365954551,41.9354390467254,0,0
"475",420100,-87.5774016248313,41.78341668817,0,0
